ID	Reviews	Labels
1519	好用，水水的，粉很细，推荐	B-pos I-pos O B-pos I-pos I-pos O O B-pos I-pos O O O
1520	应该挺好的	O O B-pos I-pos I-pos
1521	面膜是正品，扫码确定了的	O O B-pos I-pos I-pos O O O O O O O
1522	我经常在这家买，但这是的快递太不靠谱了，商家也不解决，只是一个劲的说这处理，以后不在这买了	O O O O O O O O O O O O B-wuliu I-wuliu B-neg I-neg I-neg I-neg O O B-fuwu I-fuwu O B-neg I-neg I-neg O O O O O O O O O O O O O O O O O O O
1523	物流挺快的，头一天订。第二天用就到啦。是正品，用着很放心。以后还会继续再买的。	B-wuliu I-wuliu B-pos I-pos I-pos O O O O O O O O O O O O O O B-pos I-pos I-pos O O O B-pos I-pos I-pos O O O O O O O O O O O
1524	刚收到，还没用，不知道效果怎么样，快递是真的很快呀	O O O O O O O O O O O O O O O O O B-wuliu I-wuliu O B-pos I-pos I-pos I-pos I-pos
1525	颜值较高，用着不错 ，家里的东西基本都在**买，**值得信赖	B-baozhuang I-baozhuang B-pos I-pos O O O B-pos I-pos O O O O O O O O O O O O O O O O O O O O O
1526	好用，可以尝试，补水不错！	B-pos I-pos O O O O O O B-gongxiao I-gongxiao B-pos I-pos O
1527	很温和，卸妆也干净，感觉还不错	B-pos I-pos I-pos O B-gongxiao I-gongxiao O B-pos I-pos O O O B-pos I-pos I-pos
1528	非常好，和店里买的一样，关键是便宜了好多	B-pos I-pos I-pos O O O O O O O O O O O O B-pos I-pos I-pos I-pos I-pos
1529	宝贝已经收到了，很满意，价格也便宜。	O O O O O O O O B-pos I-pos I-pos O B-jiage I-jiage O B-pos I-pos O
1530	买一个得三个，价钱实惠。个人觉得带点粉色，倒是不干。	O O O O O O O B-jiage I-jiage B-pos I-pos O O O O O O O O O O O O B-pos I-pos O
1531	还没有怎么用，应该还行吧，他们家还是个值得信赖的大牌子，物流很快	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-wuliu I-wuliu B-pos I-pos
1532	面膜早就收到了，还没用。一直觉得这牌子还行吧！试试看！**物流很快呢。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-wuliu I-wuliu B-pos I-pos O O
1533	商品不错，价格合适，物流给力，还会再买	O O B-pos I-pos O B-jiage I-jiage B-pos I-pos O B-wuliu I-wuliu B-pos I-pos O O O O O
1534	用了一段时间了，感觉很不错哦	O O O O O O O O O O B-pos I-pos I-pos O
1535	用这个店铺的产品已经两年，物流快，东西好，以后还会继续购买。	O O O O O O O O O O O O O B-wuliu I-wuliu B-pos O O O B-pos O O O O O O O O O O
1536	收到了  超喜欢就是好 用一直用的这款  很适合我我皮肤的  赞一下  下次活动再来买的	O O O O O B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1537	手上试用了一下，味道真的像洗发水，香味有点不太喜欢，质地挺轻薄的，抹上也挺滋润	O O O O O O O O O O O O O O O O O B-qiwei I-qiwei O O B-neg I-neg I-neg I-neg O B-shiyongtiyan I-shiyongtiyan O B-pos I-pos O O O O O B-pos I-pos I-pos
1538	很好！不错跟外面买的一样的	B-pos I-pos O B-pos I-pos O O O O O O O O
1539	价格较便宜，未使用，不知道效果	B-jiage I-jiage B-pos I-pos I-pos O O O O O O O O O O
1540	东西一般，感觉有点卡粉，这价格也就这样了	O O B-neu I-neu O O O B-neg I-neg I-neg I-neg O O O O O O O O O
1541	还是相信品牌产品，品质有保障，今早用了，不错哦?	O O O O O O O O O O O O O O O O O O O O B-pos I-pos O O
1542	买了好久，现在才来评论，东西比较好用，还会继续关注这个牌子	O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O O O O O O O
1543	用了好长时间了来评价，好推开不卡粉，用过后皮肤很光滑	O O O O O O O O O O O B-pos I-pos I-pos B-pos I-pos I-pos O O O O O O B-pos I-pos I-pos
1544	东西挺好的，一共两个替换装，买的值，用着也好	O O B-pos I-pos I-pos O O O O O O O O O B-pos I-pos I-pos O O O O O
1545	美美直播间里买的，价格优惠。我之前在这家店铺买过化妆品，质量很好。是正品相信美美，以后会继续关注的。	O O O O O O O O O B-jiage I-jiage B-pos I-pos O O O O O O O O O O O O O O O O O B-pos I-pos O O B-pos I-pos O O O O O O O O O O O O O O
1546	面膜超级好用，非常喜欢。	O O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos I-pos O
1547	味道很好闻，清洁能力也不错，我是敏感肌肤，用了没有过敏	B-qiwei I-qiwei B-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-pos I-pos O O O O O O O O O O O O O O
1548	卖家发货很快，活动力度很大，很实惠	O O B-wuliu I-wuliu B-pos I-pos O B-jiage I-jiage I-jiage I-jiage B-pos I-pos O B-pos I-pos I-pos
1549	补水效果看的见	B-gongxiao I-gongxiao I-gongxiao I-gongxiao O O O
1550	小海葵服务非常好	O O O B-fuwu I-fuwu B-pos I-pos I-pos
1551	很好，面膜挺薄的，精华挺多的，用着也很舒服，	B-pos I-pos O O O B-pos I-pos I-pos O B-chengfen I-chengfen B-pos I-pos I-pos O O O O B-pos I-pos I-pos O
1552	清洁度还不错，保湿效果很好。	B-gongxiao I-gongxiao I-gongxiao B-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O
1553	物流好快，第一次网上买这款面膜，期待效果	B-wuliu I-wuliu B-pos I-pos O O O O O O O O O O O O O O O O
1554	个人情况：中性皮肤，清洁效果不错，洗后不紧绷	O O O O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O O O B-pos I-pos I-pos
1555	酒精味很明显 👿	B-qiwei I-qiwei I-qiwei B-neg I-neg I-neg O O
1556	质量还不错，最近都在用这个牌子，很舒服，值得购买！	O O B-pos I-pos I-pos O O O O O O O O O O O B-pos I-pos I-pos O O O O O O
1557	有种淡淡的清香，还可以，	O O B-pos I-pos I-pos B-qiwei I-qiwei O B-pos I-pos I-pos O
1558	用了一片还不错，精华挺多的，挺好用的，30多片可以用很久了	O O O O B-pos I-pos I-pos O B-chengfen I-chengfen B-pos I-pos I-pos O B-pos I-pos I-pos I-pos O O O O O O O O O O O
1559	不错，补水效果很好	B-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos
1560	物流很快，态度很好，面膜颜值很高，还没用不知道好不好	B-wuliu I-wuliu B-pos I-pos O B-wuliu I-wuliu B-pos I-pos O O O B-baozhuang I-baozhuang B-pos I-pos O O O O O O O O O O
1561	效果不错，本人脸色偏黄，用了之后感觉状态好了很多^_^	O O B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O
1562	宝贝收到了，物流超快，买了两三天就到了，延展性很好，买的紫色，调节肤色，很好用，还会回购的	O O O O O O B-wuliu I-wuliu B-pos I-pos O O O O O O O O O O B-shiyongtiyan I-shiyongtiyan I-shiyongtiyan B-pos I-pos O O O O O O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos O O O O O O
1563	用着还挺好，味道也挺清淡的，效果不知道呢！	O O O B-pos I-pos O B-qiwei I-qiwei O B-pos I-pos I-pos I-pos O O O O O O O O
1564	非常好，值得购买！	B-pos I-pos I-pos O O O O O O
1565	面膜很好用补水效果很好每天都用，还送了个盒子	O O B-pos I-pos I-pos B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O O O O O O O O O O O
1566	包装完好，快递小哥服务很好，期待用后效果	B-baozhuang I-baozhuang B-pos I-pos O B-wuliu I-wuliu I-wuliu I-wuliu I-wuliu I-wuliu B-neu I-neu O O O O O O O
1567	挺好的，挺好的，挺好的，哈哈，不错。	B-pos I-pos I-pos O O O O O O O O O O O O B-pos I-pos O
1568	东西收到了，首先包装非常，面膜还没有使用，用后追加吧！	O O O O O O O O B-baozhuang I-baozhuang O O O O O O O O O O O O O O O O O
1569	用着很不错，干净不紧绷。	O O B-pos I-pos I-pos O B-pos I-pos B-pos I-pos I-pos O
1570	送货速度快。包装完整。**质量杠杠的	B-wuliu I-wuliu I-wuliu I-wuliu B-pos O B-baozhuang I-baozhuang B-pos I-pos O O O O O B-pos I-pos I-pos
1571	***面膜是之前朋友推荐的，比较喜欢那个炭黑面膜，感觉挺补水的，昨天晚上用了感觉皮肤水嫩的	O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O O O O O O O B-pos I-pos I-pos
1572	买给我妈的，包装得到了她的青睐，滋润度对她来说正好，不过有一点点增白效果她不喜欢	O O O O O O B-baozhuang I-baozhuang O O O O O O O O B-shiyongtiyan I-shiyongtiyan I-shiyongtiyan O O O O B-pos I-pos O O O O O O O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-neg I-neg I-neg
1573	这款洗面奶很好用，用量少洗的干净。	O O O O O B-pos I-pos I-pos O B-pos I-pos I-pos B-pos I-pos I-pos I-pos O
1574	一直用这个款的洁面，很不错	O O O O O O O O O O B-pos I-pos I-pos
1575	挺好用，效果很好，遮瑕效果不错，湿润	B-pos I-pos I-pos O O O B-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O B-pos I-pos
1576	补水效果太好啦，**买东西，早上下的单，下午就收到了！必须5星好评呀！现在只喜欢在**买东西啦！	B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O O O O O O O O O O O
1577	昨天下午收到的，今天早上就用了，挺好用的，是正品	O O O O O O O O O O O O O O O O B-pos I-pos I-pos I-pos O B-pos I-pos I-pos
1578	很好用，一直用的这个人牌子，用了5年多了。值得推荐	B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O
1579	**送货速度真的很快，服务态度也好	O O B-wuliu I-wuliu I-wuliu I-wuliu B-pos I-pos I-pos I-pos O B-wuliu I-wuliu I-wuliu I-wuliu O B-pos
1580	感觉还不错吧，价格便宜，看效果来决定是否会回购。	O O B-pos I-pos I-pos O O B-jiage I-jiage B-pos I-pos O O O O O O O O O O O O O
1581	这已经是第三瓶了，以前没在**买过，后来都是从**买的，用着还可以，这个还没用，用了看效果追加	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O O O O O O O O O O O O O O
1582	收到了，挺好的，再看用得效果怎么样	O O O O B-pos I-pos I-pos O O O O O O O O O O
1583	不错不错物美价廉用过之后再来评价	B-pos I-pos O O B-pos I-pos I-pos I-pos O O O O O O O O
1584	乳液和面霜都带有香味，不是很喜欢，有保湿效果	O O O O O O O O B-qiwei I-qiwei O B-neg I-neg I-neg I-neg I-neg O B-pos I-pos I-pos I-pos I-pos
1585	很喜欢，非常好，完美收货，等用过再评！！！	B-pos I-pos I-pos O B-pos I-pos I-pos O B-pos I-pos B-wuliu I-wuliu O O O O O O O O O
1586	挺好的，买一送3，相当于3个，很便宜里面的化妆垫很贴心的设计哦	B-pos I-pos I-pos O O O O O O O O O O O O B-pos I-pos I-pos O O O O O O B-pos I-pos I-pos O B-baozhuang I-baozhuang O
1587	货到的很快，感觉还可以。满意。	O O O B-pos I-pos O O O B-pos I-pos I-pos O B-pos I-pos O
1588	很喜欢 和悦诗风吟没啥区别	B-pos I-pos I-pos O O O O O O O O O O
1589	擦在脸上不泛白，不是特别油腻，还可以。防晒效果有待观察。	O O O O B-pos I-pos I-pos O B-pos I-pos I-pos I-pos I-pos I-pos O B-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao O O O O O
1590	**快递就是快，还没有用，期待使用效果，***水润保湿，相信品牌的力量	O O B-wuliu I-wuliu B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1591	上妆效果：一直比这个隔离霜，很好用！	O O O O O O O O O O O O O O B-pos I-pos I-pos O
1592	一般般	B-neu I-neu I-neu
1593	面膜还挺好用的特地用了几贴才来评价的	O O B-pos I-pos I-pos I-pos I-pos O O O O O O O O O O O
1594	还可以，就想买这个，吸收挺好的，就是包装不是很好	B-pos I-pos I-pos O O O O O O O B-shiyongtiyan I-shiyongtiyan B-pos I-pos I-pos O O O B-baozhuang I-baozhuang B-neg I-neg I-neg I-neg
1595	非常不错哦，收到货了，真的是非常划算哦，活动价太棒了。	B-pos I-pos I-pos I-pos O O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O B-pos I-pos I-pos O
1596	买回来后马上用了一片，个人觉得很好用，补水效果不错	O O O O O O O O O O O O O O O B-pos I-pos I-pos O B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos I-pos
1597	已经用过好几盒了，很好用，而且不过敏。天天敷也不心疼啦	O O O O O O O O O B-pos I-pos I-pos O O O B-pos I-pos I-pos O O O O O O O O O
1598	做活动，挺优惠的，值得购买！	O B-jiage I-jiage O B-pos I-pos I-pos I-pos O O O O O O
1599	****值得信赖，价格比实体店实惠，是正品，物流快	O O O O O O O O O B-jiage I-jiage O O O O B-pos I-pos O B-pos I-pos I-pos O B-wuliu I-wuliu B-pos
1600	这个产品我也不知道是好是坏，用完也没什么特别感觉，也没什么不好的感觉，习惯好评。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos O
1601	到货快，好用，补水隔离效果好，价格实惠，很划算很喜欢	B-wuliu I-wuliu B-pos O B-pos I-pos O B-gongxiao I-gongxiao B-gongxiao I-gongxiao I-gongxiao I-gongxiao B-pos O B-jiage I-jiage B-pos I-pos O B-pos I-pos I-pos B-pos I-pos I-pos
1602	看了这包装都没心情了，不知道是不是正品	O O O B-baozhuang I-baozhuang O B-neg I-neg I-neg I-neg O B-neu I-neu I-neu I-neu I-neu I-neu I-neu I-neu
1603	用了好久才来评价。很不错哦！效果也很好！自然！	O O O O O O O O O B-pos I-pos I-pos O O O O O B-pos I-pos O B-pos I-pos O
1604	之前用过，还不错吧	O O O O O B-pos I-pos I-pos O
1605	宝贝收到，还没有用习惯好评了。**快递小哥一如既往的好！给赞！	O O O O O O O O O O O B-pos I-pos O O O O B-wuliu I-wuliu I-wuliu I-wuliu O O O O O B-pos O B-pos I-pos O
1606	清洁能力：很给力，回购	B-gongxiao I-gongxiao I-gongxiao I-gongxiao O B-pos I-pos I-pos O O O
1607	一如既往的好用，非常的服帖，精华液也不多，刚好够脸，而且很清爽，很喜欢。	O O O O O B-pos I-pos O B-pos I-pos I-pos I-pos I-pos O B-chengfen I-chengfen I-chengfen O B-pos I-pos O O O O O O O O B-pos I-pos I-pos O B-pos I-pos I-pos O
1608	因为用***的CC霜送了两瓶卸妆水，感觉效果还不错，就接着使用了	O O O O O O O O O O O O O O O O O O O O O O B-pos I-pos I-pos O O O O O O O
1609	送给妈妈用的好评好评好评好评好评好评好评	O O O O O O B-pos I-pos O O O O O O O O O O O O
1610	以前一直用这个品牌 就是不知道这个瓶子经不经摔 服务好	O O O O O O O O O O O O O O O O O O O O O O O O B-fuwu I-fuwu B-pos
1611	很不错，实惠好用喜欢的	B-pos I-pos I-pos O B-pos I-pos B-pos I-pos B-pos I-pos O
1612	用着舒服不错哦，还多送一个替换芯，实惠又实用，用完还会回购的	O O B-pos I-pos B-pos I-pos O O O O O O O O O O O B-pos I-pos O B-pos I-pos O O O O O O O O
1613	用着很舒服	O O B-pos I-pos I-pos
1614	快递很快 很喜欢味道也还好 用完试试看怎么样 好的话继续回购 送了卸妆水 和面膜	B-wuliu I-wuliu B-pos I-pos O B-pos I-pos I-pos B-qiwei I-qiwei O B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O O O O O
1615	洗脸不刺激 感觉蛮适合我的皮肤	O O B-pos I-pos I-pos O O O O O O O O O O
1616	货已经收到！物流很快，快递小哥很热情！还没有用，期待很好用！	O O O O O O B-wuliu I-wuliu B-pos I-pos O B-wuliu I-wuliu I-wuliu I-wuliu B-pos I-pos I-pos O O O O O O O O O O O O
1617	第一次用感觉效果还不错?挺喜欢的	O O O O O O O O B-pos I-pos I-pos O B-pos I-pos I-pos O
1618	刚拿到，老婆晚上就敷了面膜，说还不错???	O O O O O O O O O O O O O O O B-pos I-pos I-pos O O O
1619	不知道是不是正品，浓浓酒精味	B-neu I-neu I-neu I-neu I-neu I-neu I-neu I-neu O O O O O O
1620	第n件，用惯了还不错。便宜。	O O O O O O O B-pos I-pos I-pos O B-pos I-pos O
1621	东西很好就是有点啃爹我买了第二天就降价，看见了很心塞.........	O O B-pos I-pos O O O O O O O O O O O O O O O O O O O B-neg I-neg I-neg O O O O O O O O O
1622	面膜用着非常不错，我是敏感肌用着也很舒服，	O O O O B-pos I-pos I-pos I-pos O O O O O O O O O B-pos I-pos I-pos O
1623	浮粉 不贴合 颜色更自然，便宜没好货	B-neg I-neg O B-neg I-neg I-neg O O O O O O O O O O O O
1624	中午下单下午送到，太快了，支持**。	O O O O O O O O O B-pos I-pos I-pos O O O O O O
1625	物有所值，非常不错	B-pos I-pos I-pos I-pos O B-pos I-pos I-pos I-pos
1626	非常好，买一送一，很划算。感谢商家	B-pos I-pos I-pos O O O O O O B-pos I-pos I-pos O O O O O
1627	味道很不错，以前用过，现在又换回来了，期待一如以往的好用	B-qiwei I-qiwei B-pos I-pos I-pos O O O O O O O O O O O O O O O O O O O O O B-pos I-pos
1628	用了，很好，	O O O B-pos I-pos O
1629	遮瑕效果：还没有使用，老顾客了，一直在这里买买买。。	B-gongxiao I-gongxiao I-gongxiao I-gongxiao O O O O O O O O O O O O O O O O O O O O O O
1630	面膜很不错，里面精华很多，做天晚上试用了一下，感觉不错，值得购买，并且价格也美丽	O O B-pos I-pos I-pos O O O B-chengfen I-chengfen B-pos I-pos O O O O O O O O O O O O O O O O O O O O O O O B-jiage I-jiage O B-pos I-pos
1631	确实不错哦	B-pos I-pos I-pos I-pos O
1632	比较满意，送了两个替换装。**的物流就是快昨天买的今天就到了。快递小哥服务态度比较好。	B-pos I-pos I-pos I-pos O O O O O O O O O O O O B-wuliu I-wuliu B-pos I-pos I-pos O O O O O O O O O O B-wuliu I-wuliu I-wuliu I-wuliu I-wuliu I-wuliu I-wuliu I-wuliu B-pos I-pos I-pos O
1633	东西不错，愉快购物	O O B-pos I-pos O O O O O
1634	一直在用这个牌子的护肤品，非常不错	O O O O O O O O O O O O O B-pos I-pos I-pos I-pos
1635	***的面膜用着还挺不错的，又一次购买了！很补水！	O O O O O O O O O B-pos I-pos I-pos I-pos O O O O O O O O B-pos I-pos I-pos O
